=== PAIRWISE INFERENCE RESULTS (>1.0%) ===
Model: XGBoost
Total Level Pairs Found: 18559

  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_18670 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_18730 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_18860 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_19080 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_19200 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_19280 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_19370 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_19550 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_19650 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_19720 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_19820 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_19900 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_20080 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_20170 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_20300 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_20390 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_20520 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_20680 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_20770 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_20840 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_21000 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_21140 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_21250 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_21340 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_21460 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_21570 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_21700 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_21840 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_22040 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_22230 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_22340 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_22440 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_22600 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_22720 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_22890 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_22990 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_23170 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_23320 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10201 <-> F_23500 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11411 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11430 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11434 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11440 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11448 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11467 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11469 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11474 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11486 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11492 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11496 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11499 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11502 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11502 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11515 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11541 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11544 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11546 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11551 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11564 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11575 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11581 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11590 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11608 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11610 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11614 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11622 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11626 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11632 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11634 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11639 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11649 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11669 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11670 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11704 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11706 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11717 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11744 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11773 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11785 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11796 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11829 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11870 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> Q_11949 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_12030 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_12100 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_12150 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_12210 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_12350 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_12440 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_12540 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_12650 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_12760 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_12970 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_13340 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_13460 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_13610 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_13710 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_13790 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_13920 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_14070 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_14160 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_14270 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_14370 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_14430 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_14520 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_14600 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_14730 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_14840 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_14930 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_15020 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_15120 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_15170 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_15220 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_15300 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_15540 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_15640 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_15700 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_15770 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_15850 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_15950 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_16060 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_16190 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_16340 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_16440 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_16550 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_16600 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_16650 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50

L_10236 <-> F_16730 | XGBoost: 1.6%
  Features: Energy_Similarity=0.00, Spin_Similarity=0.50, Parity_Similarity=0.50, Specificity=1.00, Gamma_Pattern_Similarity=0.50
